Author,Paragraph
"Balzac, Honoré de","Vautrin (aside)
So my savage beasts are once more brought to submission. (Aloud)
Philosopher, try to put on the air, the face, the costume of an
_employe_ of the lost goods bureau, and take back to the embassy the
plate borrowed by Lafouraille. (To Fil-de-Soie) You, Fil-de-Soie, must
prepare a sumptuous dinner, as Monsieur de Frescas is to entertain a
few friends. You will afterwards dress yourself as a respectable man,
and assume the air of a lawyer. You will go to number six, Rue Oblin,
ring seven times at the fourth-story door, and ask for Pere Giroflee.
When they ask where you come from, you will answer from a seaport in
Bohemia. They will let you in. I want certain letters and papers of
the Duc de Christoval; here are the text and patterns. I want an
absolute fac-simile, with the briefest possible delay. Lafouraille,
you must go and insert a few lines in the newspapers, notifying the
arrival of . . . (He whispers into his ear.) This forms part of my
plan. Now leave me."
"Baum, L. Frank (Lyman Frank)","""Wear this ring constantly until your return,"" she said to the girl.
""If serious danger threatens you, turn the ring around on your finger
once to the right and another turn to the left. That will ring the
alarm bell in my palace and I will at once come to your rescue. But do
not use the ring unless you are actually in danger of destruction.
While you remain with Princess Ozma I believe she will be able to
protect you from all lesser ills."""
"Balzac, Honoré de","Vautrin
Did you give him up?"
"Baum, L. Frank (Lyman Frank)","""Come,"" said Ozma eagerly, ""let us go down and join the people."""
"Balzac, Honoré de","Joseph (to the Duchesse de Montsorel)
As Mademoiselle de Vaudrey is not in, and Monsieur de Frescas is here,
will your grace see him?"
"Baum, L. Frank (Lyman Frank)","""I don't blame her very much for doing that,"" remarked Dorothy, ""for
the Flatheads were wicked to try to catch your beautiful fish and the
Witch Rora wanted to poison all the fishes in the lake."""
"Austen, Jane","Yours sincerely
C. L."
"Balzac, Honoré de","Vautrin
Do not be alarmed, madame; he is not emperor. His grace the duke has
been unsuccessful, in spite of a desperate struggle, in keeping the
kingdom loyal to Ferdinand VII."
"Baum, L. Frank (Lyman Frank)","""It seems to me,"" said Audah the Adept, ""that we have discovered the
manner in which Coo-ee-oh raised the island. She would burn some sort
of magic powder in the basin, utter the magic word, and the pillar
would lengthen out and lift the island with it."""
"Balzac, Honoré de","The Marquis
But, father, I am in love with Inez."
"Austen, Jane","
Lesley-Castle March 18th"
"Austen, Jane","
SCRAPS"
"Baum, L. Frank (Lyman Frank)","""This is a dreadful misfortune!"" cried Lady Aurex, pressing her hands
upon her heart."
"Baum, L. Frank (Lyman Frank)","The girls picked him up and patted his straw stuffing into shape, and
he continued, as if nothing had occurred: ""But you'll have to tell me
what to do, for I never have raised a sunken island in all my life."""
"Balzac, Honoré de","The Duchess
The whole house is in commotion! What will be said, when it is known
that I am here?"
"Barrie, J. M. (James Matthew)","""No; nurse always turns the gas down."""
"Baum, L. Frank (Lyman Frank)","""It's no use,"" said Button Bright; ""the old Swan is too much in love
with herself to think of anything else."""
"Baum, L. Frank (Lyman Frank)","They had left the Emerald City just at sunrise and the Sawhorse
traveled very swiftly over the roads towards the north, but in a few
hours the wooden animal had to slacken his pace because the farm houses
had become few and far between and often there were no paths at all in
the direction they wished to follow. At such times they crossed the
fields, avoiding groups of trees and fording the streams and rivulets
whenever they came to them. But finally they reached a broad hillside
closely covered with scrubby brush, through which the wagon could not
pass."
"Baum, L. Frank (Lyman Frank)","These things being accomplished in a satisfactory manner, Princess Ozma
and her people bade farewell to the three Adepts and departed for the
Emerald City, well pleased with their interesting adventures."
"Baum, L. Frank (Lyman Frank)","""You are most welcome,"" said Glinda the Sorceress, and led them through
the court to her magnificent reception hall. Ozma took the arm of her
hostess, but Dorothy lagged behind, kissing some of the maids she knew
best, talking with others, and making them all feel that she was their
friend. When at last she joined Glinda and Ozma in the reception hall,
she found them talking earnestly about the condition of the people, and
how to make them more happy and contented--although they were already
the happiest and most contented folks in all the world."
"Barrie, J. M. (James Matthew)","""My Lady Nicotine,"" reprinted from the _St. James's Gazette_, was
published in April, 1890, and a second edition appeared in September,
1890, and although issued later than ""A Window in Thrums,"" it is really
in point of time almost the first of the author's books."
"Baum, L. Frank (Lyman Frank)","""Well, I only learned the fact lately, and I've been too busy to leave
home,"" he explained, looking at the floor instead of into Ozma's eyes.
She knew he had spoken a falsehood, but only said:"
"Balzac, Honoré de","Vautrin
What is the matter? Cannot I be alone one moment? Did I call?"
"Baum, L. Frank (Lyman Frank)","They all carefully inspected this room, taking care to examine every
article they came across."
"Baum, L. Frank (Lyman Frank)","""Aren't you going to take me?"" pleaded Dorothy. ""You'll need some
companion, Ozma."""
"Balzac, Honoré de","Fil-de-Soie
And if, when I am sent to buy provisions without a sou, I may not be
allowed to bring back some cash with me,--I might as well send in my
resignation."
"Balzac, Honoré de","Vautrin
You forget, I see, that I have pledged myself to save your necks!
Dear, dear, do you think I have sifted you, like seeds in a colander,
through three different places of residence, to let you hover round a
gibbet, like flies round a candle? I wish you to know that any
imprudence that brings you to such a position, is, to men of my stamp,
a crime. You ought to appear as supremely innocent as you,
Philosopher, appeared to him who let you rip off his lace. Never
forget the part you are playing; you are honest fellows, faithful
domestics, and adore Raoul de Frescas, your master."
"Balzac, Honoré de","Vautrin
In so many words you want to avoid me. I have always found that
restless legs never go with a quiet conscience. Stay where you are.
I want to talk with you."
"Alcott, Louisa May","""I do! I will! please go on,"" and Becky's troubled eyes grew clear and
steadfast as she took the words home to herself, resolving to live up to
them."
"Baum, L. Frank (Lyman Frank)","""Quite right,"" agreed the Tin Woodman."
"Baum, L. Frank (Lyman Frank)","""Will you go away now?"" she asked. ""I prefer to be alone."""
"Balzac, Honoré de",
"Baum, L. Frank (Lyman Frank)",
"Balzac, Honoré de","The Marquis
Indeed!"
"Baum, L. Frank (Lyman Frank)","""Nothing can add to my beauty, for I'm the most beautiful creature
anywhere in the whole world."""
"Balzac, Honoré de","Vautrin
I am attention!"
"Baum, L. Frank (Lyman Frank)","""These wheels do not control the island at all. On the contrary, one
set of them is used to open the doors of the little rooms where the
submarines are kept, as may be seen from the chains and pulleys used.
Each boat is kept in a little room with two doors, one to the basement
room where we are now and the other letting into the lake."
"Barrie, J. M. (James Matthew)","During the last months of his stay in Nottingham, Mr. Barrie had begun
to send articles to the London papers. The first of these was published
by Mr. Stead, then editing the _Pall Mall Gazette_."
"Alcott, Louisa May","""Could I get any money by these things?"" asked Becky, looking at the
crumpled paper lying under a laurel-bush."
"Austen, Jane","
A TOUR THROUGH WALES—
in a LETTER from a YOUNG LADY—"
"Balzac, Honoré de","Inez
I didn't expect the pleasure of meeting you again so soon, sir. I
thought you were on duty; I am glad to have an opportunity of
explaining that I never saw you till the moment I left the ball-room,
and this lady (pointing to the Duchesse de Montsorel) must be the
excuse of my inattention."
"Balzac, Honoré de","Mademoiselle de Vaudrey
The calm way in which your husband remarks your aversion for your son
is astonishing."
"Austen, Jane",
"Barrie, J. M. (James Matthew)","""I really can't."""
"Baum, L. Frank (Lyman Frank)","Lady Aurex led them to a window which faced the side of the great dome
which covered all the village, and they could see that the island was
indeed sinking, for the water of the lake was already half way up the
side of the dome. Through the glass could be seen swimming fishes, and
tall stalks of swaying seaweeds, for the water was clear as crystal and
through it they could distinguish even the farther shore of the lake."
"Baum, L. Frank (Lyman Frank)","This confession seemed to please Reera, who liked to have her
witchcraft appreciated."
"Barrie, J. M. (James Matthew)","All the chairs in the five houses were not sufficient to seat the
guests, but the smith is a handy man, and he made forms by crossing
planks on tubs. The smiddy was an amazing sight, lit up with two big
lamps, and the bride, let me inform those who tend to scoff, was dressed
in white. As for the sailor, we have perhaps never had so showily
dressed a gentleman in our parts. For this occasion he discarded his
seafaring ""rig out"" (as he called it), and appeared resplendent in a
black frock coat (tight at the neck), a light blue waistcoat (richly
ornamented), and gray trousers with a green stripe. His boots were new
and so genteel that as the evening wore on he had to kick them off and
dance in his stocking soles."
